customer_id,account_id,customer_name,account_type,country,city,account_open_date,current_balance,kyc_status,customer_risk_category,mobile_number,email
CUST_1359,ACC_5359,Cheryl Roberts,Savings,United States,Delhi,2025-06-24,1189500.51,Incomplete,LOW,556.944.0426,druiz@example.org
CUST_1360,ACC_5360,Dr. Shane Pierce,Corporate,Singapore,Mumbai,2020-08-23,3336258.34,Pending,HIGH,001-701-508-3465x9025,david95@example.net
CUST_1361,ACC_5361,Barbara Price,Salary,Germany,Bengaluru,16/01/2020,1900431.73,Incomplete,HIGH,(262)449-9215x664,brittany03@example.com
CUST_1362,ACC_5362,Mrs. Paula Bennett,Salary,Germany,Mumbai,2026-04-02,4611515.9,Pending,LOW,001-954-228-5857x182,susanjackson@example.org
CUST_1363,ACC_5363,Matthew Pineda,NRI,Germany,Kolkata,2025-05-10,3377642.36,Expired,LOW,247-282-5074,amandagallagher@example.com
CUST_1364,ACC_5364,Megan Bryant,Corporate,India,Pune,16/04/2021,3011368.54,Expired,HIGH,+1-366-367-8483x5016,reidjames@example.net
CUST_1365,ACC_5365,Katherine Mckay,NRI,Germany,Pune,2024-09-08,4428403.29,Expired,MEDIUM,360-622-4617x02623,imorgan@example.net
CUST_1366,ACC_5366,Dana Harrington,Salary,UAE,Hyderabad,01-08-2021,3097540.81,Incomplete,MEDIUM,(967)839-0969x7364,robertedwards@example.org
CUST_1367,ACC_5367,Angel Macdonald,Current,UAE,Mumbai,02/05/2021,3683615.77,Incomplete,HIGH,515.390.0182,phyllisguerra@example.org
CUST_1368,ACC_5368,William Thomas,Corporate,United States,Kolkata,11-07-2024,3146585.81,Verified,MEDIUM,001-679-859-6632x0643,gordonjulia@example.org
CUST_1369,ACC_5369,James Smith,Corporate,UAE,Delhi,2020-05-31,1447799.56,Pending,HIGH,539-924-8734x41149,abenjamin@example.org
CUST_1370,ACC_5370,Stephanie Harvey,Corporate,United Kingdom,Pune,2020-04-02,942080.02,Verified,MEDIUM,001-507-673-4023,rebeccabooth@example.org
CUST_1371,ACC_5371,Emily Allen,Savings,United Kingdom,Kolkata,17/02/2024,3084447.15,Verified,MEDIUM,885.837.4565x1715,jonesmichele@example.org
CUST_1372,ACC_5372,Laura Bass,Salary,Singapore,Hyderabad,2019-08-31,2410842.99,Incomplete,HIGH,347.346.5636x721,kanejames@example.com
CUST_1373,ACC_5373,Amber Roberts,Salary,UAE,Bengaluru,07-10-2023,1220025.27,Expired,MEDIUM,+1-397-556-2509x2646,warrenjoseph@example.org
CUST_1374,ACC_5374,Brooke Ryan,Salary,United States,Delhi,12/08/2019,1066165.41,Incomplete,LOW,(672)228-8057x924,kenneth98@example.net
CUST_1375,ACC_5375,John Mcknight,Current,India,Bengaluru,19/09/2021,146567.18,,MEDIUM,430.441.3490,rickymyers@example.com
CUST_1376,ACC_5376,Jeremy Schmidt,Savings,Germany,Chennai,12-25-2024,2684298.14,Verified,HIGH,8482673695,jadefinley@example.org
CUST_1377,ACC_5377,Suzanne Butler,Salary,United Kingdom,Kolkata,12-24-2020,3925657.79,Verified,MEDIUM,001-700-841-1279,tuckerzachary@example.com
CUST_1378,ACC_5378,Ashley Frederick,Current,Germany,Delhi,2024-07-15,4948614.45,Pending,HIGH,(505)269-4912,apage@example.net
CUST_1379,ACC_5379,John Brown,Salary,U.S.A,Chennai,01-04-2023,4126538.67,Pending,HIGH,513.625.6586x28453,sheristewart@example.com
CUST_1380,ACC_5380,Melissa Gray,NRI,United States,Kolkata,11-05-2022,3615697.26,Expired,LOW,001-515-818-4581x97036,mark21@example.com
CUST_1381,ACC_5381,Holly Reese MD,NRI,Germany,Pune,03-17-2020,73585.31,Expired,LOW,6849396463,gregory63@example.net
CUST_1382,ACC_5382,Kathy Clark,Salary,Singapore,Chennai,2022-06-07,2051288.31,Incomplete,HIGH,001-572-829-8387x24245,hectorpaul@example.com
CUST_1383,ACC_5383,Lee Garner,NRI,Germany,Delhi,2021-05-26,2610122.16,Verified,LOW,789-551-0196,igilmore@example.org
CUST_1384,ACC_5384,Steven Jensen,NRI,Singapore,Delhi,2023-01-31,617847.88,Expired,HIGH,3858503076,lindseyluke@example.net
CUST_1385,ACC_5385,Kenneth Li,Savings,Singapore,Pune,05-30-2021,348117.41,,MEDIUM,573-953-7340x750,mcbridecalvin@example.org
CUST_1386,ACC_5386,Jonathon Lewis,Corporate,UAE,Bengaluru,2021-11-21,3581505.53,Incomplete,LOW,+1-656-566-0896x5126,michael91@example.com
CUST_1387,ACC_5387,Kayla Morales,Corporate,UAE,Patna,2025-09-19,4852205.67,Expired,MEDIUM,999.686.7551,thomas13@example.net
CUST_1388,ACC_5388,Chad Clark,NRI,United Kingdom,Patna,2025-10-06,4494829.62,Incomplete,HIGH,676.422.3541x72646,sharon58@example.net
CUST_1389,ACC_5389,Cassandra Dalton,Salary,United Kingdom,Kolkata,2022-05-16,3711491.1,Pending,LOW,+1-873-518-1660,kathyholland@example.com
CUST_1390,ACC_5390,Donald Lutz,Current,Singapore,,10/05/2025,4132681.16,Pending,MEDIUM,489-516-8509x270,jeffreydavis@example.org
CUST_1391,ACC_5391,Rachel Brown,Corporate,United Kingdom,Bengaluru,08-06-2024,3162824.91,Incomplete,LOW,554-253-9506,xreese@example.org
CUST_1392,ACC_5392,Felicia Taylor,Salary,Singapore,Chennai,10-16-2021,972272.17,Verified,HIGH,(908)329-7559,pharmon@example.com
CUST_1393,ACC_5393,Andrew Hines,NRI,India,Patna,2020-10-14,2859491.95,Expired,HIGH,(728)345-5650x781,emma59@example.com
CUST_1394,ACC_5394,John Stewart,NRI,Germany,Kolkata,26/11/2021,4059428.48,Incomplete,MEDIUM,001-230-888-1311x3204,hannah45@example.net
CUST_1395,ACC_5395,Mr. Tyler Cook,Salary,India,Chennai,01-19-2025,1938635.08,Verified,LOW,797.840.5958,sheri99@example.net
CUST_1396,ACC_5396,Taylor Adams,Savings,Germany,Patna,2023-10-24,1250500.61,Pending,LOW,656-799-7104x53140,christina37@example.org
CUST_1397,ACC_5397,Mark Smith,Salary,India,Chennai,03-10-2025,247290.73,Incomplete,HIGH,494-853-8001,robert29@example.org
CUST_1398,ACC_5398,Jaime Davis,Current,United Kingdom,Patna,05/07/2022,3187817.16,Incomplete,MEDIUM,+1-783-961-1130x06047,victoria01@example.net
CUST_1399,ACC_5399,Justin Stephens,Current,Germany,Mumbai,04-21-2026,314221.17,Verified,LOW,(615)421-7180x9855,wandabrown@example.com
CUST_1400,ACC_5400,Megan Smith,Savings,India,Pune,2021-03-14,4355103.86,Incomplete,MEDIUM,415.921.7335x7634,anthony73@example.org
CUST_1401,ACC_5401,Tina Gutierrez,Current,United Kingdom,Kolkata,2025-11-25,179172.31,Expired,HIGH,4896738822,randy00@example.net
CUST_1402,ACC_5402,Joshua Reyes,Salary,United Kingdom,Kolkata,21/03/2020,4116075.86,Pending,HIGH,396-561-9587x867,patricia61@example.com
CUST_1403,ACC_5403,Mark Hoffman,Corporate,United States,Kolkata,18/02/2026,4760896.08,Incomplete,HIGH,796.353.4272x68116,zlara@example.com
CUST_1404,ACC_5404,Elizabeth Hanna,Savings,Germany,Patna,26/02/2025,1874664.74,Expired,LOW,+1-811-844-5092x8411,steelerobin@example.com
CUST_1405,ACC_5405,Patricia Porter,Corporate,United States,Hyderabad,10/02/2024,679038.41,Verified,MEDIUM,(484)808-8556x1235,andersonbrooke@example.org
CUST_1406,ACC_5406,Anthony Sloan,Current,United States,Delhi,01-26-2025,3558817.94,Verified,LOW,(866)568-4223,cfriedman@example.net
CUST_1407,ACC_5407,Kathy Johnson,Current,India,Delhi,07-08-2020,1897158.64,Incomplete,LOW,(242)426-5467x531,christianschmidt@example.com
CUST_1408,ACC_5408,Joseph Walker,Salary,UAE,Pune,03-30-2025,1628112.93,Incomplete,LOW,001-632-971-5575x77426,davidsanchez@example.com
CUST_1409,ACC_5409,Andre Ross,Salary,United Kingdom,Delhi,02-26-2021,2931429.9,Verified,HIGH,(232)829-1448x61598,richardwells@example.net
CUST_1410,ACC_5410,Nancy Garcia,Current,Singapore,Bengaluru,11-04-2022,494721.8,Pending,MEDIUM,514-912-6970x74159,simmonstammy@example.org
CUST_1411,ACC_5411,Gregory Butler,Corporate,United States,Kolkata,18/09/2021,130944.59,Incomplete,HIGH,895.671.5644,shannon71@example.net
CUST_1412,ACC_5412,Emily Bradley,NRI,Singapore,Mumbai,2024-07-03,4212335.51,Expired,LOW,001-446-360-1842,denise85@example.net
CUST_1413,ACC_5413,Emily Morgan,NRI,UAE,Chennai,2023-01-09,533215.55,Verified,HIGH,(481)405-4195,batesbrittney@example.com
CUST_1414,ACC_5414,Sandra Cabrera,Current,India,Chennai,2019-08-19,4042682.0,Pending,LOW,(734)638-8824,cruzwilliam@example.net
CUST_1415,ACC_5415,William Mullen,Corporate,United Kingdom,Kolkata,26/08/2019,900937.03,Expired,MEDIUM,6383687730,munoztravis@example.net
CUST_1416,ACC_5416,Ryan Meadows,Current,UAE,Delhi,2019-11-28,867823.47,Expired,LOW,001-256-335-2487,cortezdanielle@example.com
CUST_1417,ACC_5417,Sarah Green,Current,United Kingdom,Hyderabad,2022-03-23,2594129.34,Verified,HIGH,4988489718,hillvincent@example.org
CUST_1418,ACC_5418,Clinton Gibson,Savings,UAE,Chennai,2022-03-17,1931552.51,Verified,LOW,8213542364,bmontgomery@example.net
CUST_1419,ACC_5419,Alicia Smith,Salary,United States,Kolkata,2024-01-28,1491066.85,Verified,HIGH,624-934-7207x79152,michaelcook@example.net
CUST_1420,ACC_5420,Jeffrey Martin,Corporate,Germany,,11/10/2022,4041091.42,Expired,MEDIUM,(741)739-7720x20483,stevengonzales@example.org
CUST_1421,ACC_5421,Mrs. Wanda Warren,Current,Germany,Delhi,23/11/2021,2371915.62,Expired,HIGH,329.221.7317x896,kent64@example.org
CUST_1422,ACC_5422,Joshua Simpson,Corporate,India,Delhi,29/01/2025,2751039.85,Expired,MEDIUM,300.856.7341,hruiz@example.com
CUST_1423,ACC_5423,Debbie Simon,Corporate,United States,Patna,18/09/2025,2547628.58,Expired,HIGH,001-696-350-0119,stephanieandersen@example.net
CUST_1424,ACC_5424,Colton Smith,Current,Germany,Hyderabad,2021-06-21,4302666.14,Verified,MEDIUM,682.330.0704x27784,moralesshannon@example.com
CUST_1425,ACC_5425,Nathan Parker,NRI,Germany,Kolkata,06-08-2022,4757245.23,Expired,HIGH,752.860.6602x288,nancy38@example.net
CUST_1426,ACC_5426,William Singleton,Savings,Germany,Hyderabad,01-29-2020,418539.07,Verified,MEDIUM,(571)450-1783,ualvarez@example.com
CUST_1427,ACC_5427,Cody Bell,Salary,Singapore,Patna,2020-11-12,203797.41,Pending,HIGH,(787)328-6625,huberaaron@example.net
CUST_1428,ACC_5428,Matthew Anderson,NRI,UAE,Patna,01-21-2021,4081016.56,Expired,MEDIUM,663.825.8559,zchristian@example.com
CUST_1429,ACC_5429,Tiffany Martinez,Current,India,Delhi,2022-09-01,1293540.6,Incomplete,LOW,626.941.0098x06536,brownpaul@example.org
CUST_1430,ACC_5430,Annette Walker,Savings,UAE,Chennai,01-31-2025,999814.54,Pending,LOW,396-412-2394x6524,irodriguez@example.com
CUST_1431,ACC_5431,Holly Stephenson,Current,United Kingdom,Bengaluru,24/07/2023,1495148.61,,HIGH,284-585-4666x2242,susanmarshall@example.org
CUST_1432,ACC_5432,Jesse Stokes,Savings,United States,Bengaluru,2019-08-19,3415433.02,Incomplete,LOW,670-450-9452x767,emilybrooks@example.org
CUST_1433,ACC_5433,Tina Barry,Current,India,Mumbai,2023-10-16,294786.22,Verified,LOW,735-958-4004,thomas29@example.org
CUST_1434,ACC_5434,Angelica Rodriguez,Savings,U.S.A,Bengaluru,13/07/2022,3269772.04,Expired,LOW,893-748-8229x40347,kennethholmes@example.com
CUST_1435,ACC_5435,Angela Pacheco,Savings,United Kingdom,Delhi,2022-05-07,274390.24,Verified,HIGH,+1-335-728-2540,frankjohnson@example.org
CUST_1436,ACC_5436,Erica Jennings,Savings,Germany,Mumbai,12-05-2025,2130060.72,Incomplete,LOW,339-565-8849x694,blawrence@example.com
CUST_1437,ACC_5437,Anna Parker,NRI,India,Hyderabad,02-21-2021,298018.08,Verified,LOW,001-932-462-5141,xmullins@example.org
CUST_1438,ACC_5438,Mr. Mason Pacheco III,Savings,United States,Pune,05-23-2021,4731858.75,Pending,HIGH,(781)574-2002,baileylinda@example.org
CUST_1439,ACC_5439,Dustin Kim,Savings,India,Patna,2024-12-15,3406772.52,Pending,MEDIUM,953.574.6664,ashley79@example.org
CUST_1440,ACC_5440,Emma Johnson,Salary,United Kingdom,Bengaluru,2023-07-22,1126412.5,Expired,MEDIUM,+1-741-458-7334,jean11@example.org
CUST_1441,ACC_5441,Craig Carney,Current,Germany,Patna,10-03-2021,2670701.98,,LOW,(511)698-5222x86921,william09@example.org
CUST_1442,ACC_5442,Louis Wright,NRI,United Kingdom,Kolkata,2021-08-17,4570588.73,Incomplete,LOW,463-371-8009x722,jessebaker@example.com
CUST_1443,ACC_5443,Sabrina Dawson,Current,UAE,Hyderabad,12/12/2025,2726124.29,Pending,MEDIUM,669.965.0828,myersmadison@example.com
CUST_1444,ACC_5444,Louis Tucker,Salary,United States,Pune,05/07/2023,4506585.87,Pending,HIGH,897.430.3685,kdaugherty@example.org
CUST_1445,ACC_5445,Courtney Rivera,Salary,India,Bengaluru,2021-05-12,123903.62,Expired,HIGH,3108488141,zperry@example.org
CUST_1446,ACC_5446,Matthew Compton,Salary,UAE,Pune,28/03/2023,933831.83,Verified,MEDIUM,+1-888-649-8266x3957,baldwinvincent@example.com
CUST_1447,ACC_5447,Jacqueline Smith,Corporate,India,Hyderabad,22/09/2025,1155122.95,,LOW,874-407-9468,emarsh@example.net
CUST_1448,ACC_5448,Gary Hamilton,Savings,India,Mumbai,30/04/2021,1888757.76,Pending,MEDIUM,975.879.4093,rogersdana@example.net
CUST_1449,ACC_5449,Ms. Jennifer Krueger,Current,United States,Kolkata,01/05/2024,2896909.84,Pending,MEDIUM,001-693-653-1847x38604,nelsonmaria@example.net
CUST_1450,ACC_5450,Clifford Rose,Current,United States,Patna,08-23-2020,3800043.7,Expired,MEDIUM,607.900.5400,michaelmoreno@example.com
CUST_1451,ACC_5451,Samuel Romero,Salary,United Kingdom,Bengaluru,2020-09-12,2947753.28,Incomplete,HIGH,+1-579-462-4577x64400,evanmartin@example.org
CUST_1452,ACC_5452,Sherry Noble,Corporate,Germany,Patna,07/01/2021,324334.95,Expired,MEDIUM,001-750-535-7748x56915,collinmontoya@example.net
CUST_1453,ACC_5453,Aaron Morris,Savings,United Kingdom,Mumbai,30/07/2025,4259595.93,Pending,MEDIUM,(545)463-3269x7321,kylehill@example.net
CUST_1454,ACC_5454,Matthew Jones,Current,Germany,Mumbai,05/03/2023,1667976.81,Incomplete,LOW,001-252-443-5756x81569,lori99@example.net
CUST_1455,ACC_5455,Joshua Carr,Current,India,Chennai,09-08-2024,681786.79,Expired,MEDIUM,(789)769-4452x76144,brooke31@example.net
CUST_1456,ACC_5456,Elizabeth Mason,NRI,Germany,Chennai,2021-10-27,3512803.61,Expired,MEDIUM,001-371-566-1308x1808,michaelhahn@example.com
CUST_1457,ACC_5457,Carolyn Barnes,Current,India,Patna,29/03/2025,3067934.47,Verified,LOW,3525345329,wmiller@example.com
CUST_1458,ACC_5458,John Deleon,Salary,India,Mumbai,09-26-2025,337864.74,Incomplete,LOW,619.651.9121x56455,kristin24@example.com
CUST_1459,ACC_5459,Guy Kerr,Salary,India,Kolkata,22/08/2019,1087544.49,Verified,LOW,+1-444-335-5039x561,rushallison@example.com
CUST_1460,ACC_5460,Bradley Richard,Salary,Singapore,Mumbai,2021-12-02,4498848.54,Verified,HIGH,337-523-4346x530,ksweeney@example.org
CUST_1461,ACC_5461,Jose Pacheco,Corporate,United States,Kolkata,23/03/2026,956910.22,Expired,HIGH,001-258-694-0054x7129,greenkristy@example.net
CUST_1462,ACC_5462,Amanda Riddle,Savings,India,Pune,04-04-2021,3453563.93,Incomplete,HIGH,717-440-1721x185,dross@example.net
CUST_1463,ACC_5463,Jacob Roberts,Current,Singapore,Chennai,19/11/2025,4562937.53,Pending,HIGH,400-607-7182,lindsay93@example.net
CUST_1464,ACC_5464,Taylor Reed,Salary,United Kingdom,Delhi,2020-09-29,4015091.51,Verified,LOW,(206)389-2851x01317,khughes@example.net
CUST_1465,ACC_5465,Mallory Miller,Savings,United States,Mumbai,07/03/2021,2151998.44,Pending,HIGH,001-931-550-7326x8689,lopezroy@example.org
CUST_1466,ACC_5466,Michelle Carter,Salary,Germany,Mumbai,13/08/2020,857082.6,Incomplete,LOW,4837721475,nguyenabigail@example.net
CUST_1467,ACC_5467,Taylor Velazquez,Corporate,India,Hyderabad,06-14-2020,4087008.4,Verified,HIGH,001-483-438-4861x801,rwilliams@example.org
CUST_1468,ACC_5468,Timothy Crosby,Corporate,Singapore,Kolkata,22/08/2023,3604595.94,Verified,LOW,772.385.1557,juliejones@example.org
CUST_1469,ACC_5469,Kimberly Randall,Current,India,Mumbai,02-11-2022,1188676.31,Incomplete,HIGH,6854027755,mirandagreer@example.com
CUST_1470,ACC_5470,James Elliott,NRI,Singapore,Bengaluru,11-16-2023,2263284.78,Verified,LOW,693.817.2896x24023,steven08@example.com
CUST_1471,ACC_5471,Lisa Wells,Salary,Singapore,Pune,10-03-2022,2666833.25,Pending,HIGH,+1-587-947-5034x543,johntaylor@example.com
CUST_1472,ACC_5472,Joy Cunningham,Salary,United States,Kolkata,2020-01-27,449373.32,Expired,HIGH,(647)465-7967,rebekahwilliams@example.org
CUST_1473,ACC_5473,Brian Davenport,Salary,UAE,Bengaluru,17/11/2022,2195258.53,Pending,LOW,001-824-663-9244x02257,austin16@example.net
CUST_1474,ACC_5474,Jack Johnson,NRI,Germany,Pune,01/11/2020,4933648.23,Pending,LOW,834-244-9467,gardnerwilliam@example.net
CUST_1475,ACC_5475,Kara Patrick,Savings,India,Hyderabad,08-20-2021,2524840.46,Expired,LOW,655-826-6089x707,donaldbooker@example.org
CUST_1476,ACC_5476,Jeffery Price,Corporate,Singapore,Bengaluru,20/03/2025,4323935.15,Expired,HIGH,001-369-980-3278x180,bbarnes@example.net
CUST_1477,ACC_5477,Maria Arellano,Savings,United Kingdom,Patna,07-08-2023,2913072.2,Verified,LOW,550-889-0062x843,sandrasmith@example.net
CUST_1478,ACC_5478,Sheri Brown,Salary,United Kingdom,Delhi,12-01-2019,3281734.51,Verified,HIGH,(965)303-5475x9021,norrisrebecca@example.com
CUST_1479,ACC_5479,Teresa Jones,Corporate,Germany,Delhi,2020-10-29,4346016.48,Expired,MEDIUM,001-487-984-8388,stephen40@example.com
CUST_1480,ACC_5480,Daniel Stone,Salary,United Kingdom,Patna,15/03/2020,4728712.25,Incomplete,LOW,694-265-2641x3848,james23@example.org
CUST_1481,ACC_5481,Ronald Rowe,Savings,UAE,Kolkata,17/04/2023,2412464.59,Expired,MEDIUM,(222)978-9649x6121,ibrown@example.net
CUST_1482,ACC_5482,Ashley Edwards,Corporate,UAE,Bengaluru,2022-01-26,3019444.3,Incomplete,MEDIUM,755.485.6672x567,lindsay71@example.com
CUST_1483,ACC_5483,Ian Patterson,Corporate,United States,Pune,05/03/2022,3398337.2,Pending,HIGH,846.763.6434x42001,moniquejones@example.net
CUST_1484,ACC_5484,Jennifer Richmond,Corporate,India,Pune,02-27-2022,2329914.79,Incomplete,LOW,001-235-997-6562x14349,michael01@example.org
CUST_1485,ACC_5485,Stephanie Kim,Current,UAE,Mumbai,08-10-2022,3566021.63,Pending,LOW,799.321.7730x630,lbauer@example.org
CUST_1486,ACC_5486,Jonathan Richardson,NRI,Singapore,Hyderabad,2023-07-17,3140179.91,Verified,MEDIUM,3526080053,caseypatricia@example.org
CUST_1487,ACC_5487,Brandon Harvey,NRI,United Kingdom,Kolkata,2023-05-17,1121102.81,Verified,LOW,+1-639-295-4558x48990,cschwartz@example.com
CUST_1488,ACC_5488,Alexis Mccall,Savings,UAE,,28/10/2023,1512937.75,Verified,MEDIUM,+1-770-729-6122x84677,kimberly22@example.com
CUST_1489,ACC_5489,Jacob Pope,Savings,United Kingdom,Bengaluru,11-19-2022,3193403.14,Pending,MEDIUM,480.510.5294x5870,blairjose@example.org
CUST_1490,ACC_5490,Mitchell Figueroa,Salary,United States,Bengaluru,2020-05-17,795132.25,Expired,HIGH,475.941.8893x212,stacyroberts@example.com
CUST_1491,ACC_5491,Bianca Fitzgerald,Savings,United Kingdom,Patna,09-24-2023,1465120.36,Incomplete,LOW,693-477-8386x865,cgarcia@example.net
CUST_1492,ACC_5492,Ryan Thomas,Current,UAE,Hyderabad,2022-05-27,3058872.74,Expired,HIGH,001-870-775-8171x603,wstewart@example.com
CUST_1493,ACC_5493,Brenda Briggs,NRI,UAE,,21/10/2019,2907392.89,Expired,HIGH,489-988-2934,karen99@example.net
CUST_1494,ACC_5494,Kristine Robinson,Savings,India,Patna,01-15-2026,1791514.41,Verified,HIGH,846-236-5583x91950,cabreravalerie@example.com
CUST_1495,ACC_5495,Jose Wheeler,NRI,India,Bengaluru,08-03-2021,813924.69,Incomplete,LOW,310.888.0791x62282,rsandoval@example.net
CUST_1496,ACC_5496,David Jones,NRI,UAE,Mumbai,03-16-2025,4139704.18,Expired,MEDIUM,(575)364-3180x2729,kprince@example.org
CUST_1497,ACC_5497,Nicolas Webster,Current,Germany,Hyderabad,11/06/2022,2774288.91,Incomplete,LOW,937.453.1477x58974,jimmy38@example.net
CUST_1498,ACC_5498,Christopher Schultz,Savings,Germany,Pune,2023-10-13,2126363.71,Verified,MEDIUM,(638)531-8904,dawn60@example.com
CUST_1499,ACC_5499,George Carter,Corporate,Germany,Kolkata,15/03/2022,763305.47,Incomplete,HIGH,952.374.4707x28472,rhondahughes@example.org
CUST_1500,ACC_5500,Crystal Davis,Corporate,Singapore,Delhi,17/10/2021,3783888.89,Incomplete,HIGH,(717)304-2774x990,michele06@example.com
