customer_id,account_id,customer_name,account_type,country,city,account_open_date,current_balance,kyc_status,customer_risk_category,mobile_number,email,normalized_customer_id,normalized_country,kyc_reference_id,document_status,risk_flag,source_of_funds,aml_score,kyc_compliance_risk_score,total_swift_transfers,total_swift_amount,average_swift_amount,high_risk_country_transfers,total_crm_interactions,crm_risk_signal_count,total_audit_events,serious_audit_event_count,final_customer_risk_score,final_customer_risk_level,ai_risk_score,ai_risk_level,ai_risk_reasons,ml_anomaly_prediction,ml_anomaly_status,ml_anomaly_score,rule_based_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons
CUST_1281,ACC_5281,Kevin Thompson,Current,Singapore,Unknown,2020-10-08,2079965.48,Incomplete,LOW,236.667.6560,jennifer21@example.org,CUST_1281,Singapore,KYC_7281,Verified,Sanctions Watchlist Match,Salary,0.55,43.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.75,MEDIUM,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match",1,NORMAL,0.1349,35.0,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match"
CUST_1282,ACC_5282,Brian Russell,Corporate,United Kingdom,Kolkata,05/10/2020,1095312.26,Expired,MEDIUM,702.764.5835x84152,crossoscar@example.com,CUST_1282,United Kingdom,KYC_7282,Verified,No Risk Flag,Inheritance,0.43,10.75,2.0,369947.97,184973.985,1.0,0.0,0.0,2.0,1.0,25.75,LOW,28.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has transfers to high-risk countries | Serious audit events found for this customer",1,NORMAL,0.0255,28.0,28.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has transfers to high-risk countries | Serious audit events found for this customer"
CUST_1283,ACC_5283,Scott Fleming,Savings,India,Chennai,28/10/2019,628894.13,Incomplete,LOW,982.915.3426x9787,peckrobert@example.net,CUST_1283,India,KYC_7283,Missing,No Risk Flag,Salary,0.21,30.25,1.0,155827.16,155827.16,1.0,0.0,0.0,1.0,0.0,40.25,MEDIUM,38.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has transfers to high-risk countries",1,NORMAL,0.0879,38.0,38.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has transfers to high-risk countries"
CUST_1284,ACC_5284,Stephanie Cherry,NRI,Germany,Mumbai,17/02/2020,1257643.48,Incomplete,HIGH,4819597716,alexisschroeder@example.net,CUST_1284,Germany,KYC_7284,Under Review,Incomplete KYC,Inheritance,0.61,55.25,1.0,331450.26,331450.26,1.0,0.0,0.0,2.0,2.0,75.25,HIGH,53.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer has transfers to high-risk countries | Serious audit events found for this customer",1,NORMAL,0.0781,53.0,53.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer has transfers to high-risk countries | Serious audit events found for this customer"
CUST_1285,ACC_5285,Joshua Vasquez,Corporate,United States,Pune,2021-02-05,1052822.19,Incomplete,MEDIUM,424-911-8814,jonathanhill@example.org,CUST_1285,United States,KYC_7285,Expired,No Risk Flag,Salary,0.54,38.5,5.0,1156328.89,231265.778,2.0,0.0,0.0,0.0,0.0,58.5,MEDIUM,56.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure",-1,ANOMALY,-0.0098,56.0,71.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior"
CUST_1286,ACC_5286,Michael Brown,NRI,United States,Delhi,29/03/2023,1420301.67,Pending,HIGH,001-856-850-9857,walkerpatrick@example.net,CUST_1286,United States,KYC_7286,Under Review,Politically Exposed Person,Cash Deposits,0.51,72.75,1.0,304640.46,304640.46,1.0,0.0,0.0,1.0,0.0,82.75,HIGH,43.0,MEDIUM,Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries,1,NORMAL,0.1234,43.0,43.0,MEDIUM,Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries
CUST_1287,ACC_5287,Jesus Williams,Salary,Germany,Bengaluru,06/10/2022,2091855.68,Incomplete,HIGH,(753)551-9472x908,crystalwolf@example.org,CUST_1287,Germany,KYC_7287,Verified,High Cash Activity,Salary,0.83,50.75,2.0,682354.59,341177.295,1.0,0.0,0.0,1.0,1.0,65.75,MEDIUM,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure",1,NORMAL,0.084,73.0,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure"
CUST_1288,ACC_5288,Alan Snow,Salary,United Kingdom,Mumbai,15/01/2025,1190395.55,Verified,LOW,318.922.4097x056,sweeneyjessica@example.net,CUST_1288,United Kingdom,KYC_7288,Missing,Sanctions Watchlist Match,Investment,0.92,78.0,1.0,597830.79,597830.79,1.0,0.0,0.0,2.0,1.0,93.0,HIGH,73.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer AML score is high | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure,1,NORMAL,0.0452,73.0,73.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer AML score is high | Customer has transfers to high-risk countries | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure
CUST_1289,ACC_5289,Anthony Hayes,Current,Singapore,Chennai,03-02-2020,513138.16,Verified,HIGH,+1-870-899-7396,kristin96@example.com,CUST_1289,Singapore,KYC_7289,Verified,Politically Exposed Person,Missing,0.35,58.75,2.0,216343.21,108171.605,0.0,0.0,0.0,2.0,1.0,63.75,MEDIUM,40.0,MEDIUM,Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Serious audit events found for this customer,1,NORMAL,0.138,40.0,40.0,MEDIUM,Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Serious audit events found for this customer
CUST_1290,ACC_5290,Lindsey Delgado,Salary,United Kingdom,Unknown,2021-08-18,1428724.5,Incomplete,HIGH,(862)846-4545,fkelly@example.net,CUST_1290,United Kingdom,KYC_7290,Verified,High Cash Activity,Unknown,0.32,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,MEDIUM,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy",1,NORMAL,0.1513,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy"
CUST_1291,ACC_5291,Tara Baxter,Corporate,Germany,Delhi,05-08-2022,565749.98,Incomplete,MEDIUM,(960)793-8810,alexandertommy@example.com,CUST_1291,Germany,KYC_7291,Under Review,High Cash Activity,Cash Deposits,0.07,61.75,2.0,242560.19,121280.095,0.0,0.0,0.0,0.0,0.0,61.75,MEDIUM,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy",1,NORMAL,0.1185,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy"
CUST_1292,ACC_5292,Matthew Cook,Savings,India,Delhi,2024-07-13,3753307.38,Expired,LOW,240.937.2262x7988,gonzalezangela@example.org,CUST_1292,India,KYC_7292,Under Review,Politically Exposed Person,Business Income,0.45,51.25,1.0,103245.44,103245.44,0.0,0.0,0.0,1.0,1.0,56.25,MEDIUM,40.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Serious audit events found for this customer",1,NORMAL,0.1465,40.0,40.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Serious audit events found for this customer"
CUST_1293,ACC_5293,Sarah Baird,Current,UAE,Pune,01/10/2025,3379276.95,Pending,HIGH,001-917-983-4514,chelsea04@example.net,CUST_1293,United Arab Emirates,KYC_7293,Under Review,Sanctions Watchlist Match,Business Income,0.39,49.75,1.0,491534.72,491534.72,1.0,1.0,1.0,0.0,0.0,67.75,MEDIUM,33.0,LOW,Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals,1,NORMAL,0.0698,33.0,33.0,LOW,Customer has AML/KYC risk flag: Sanctions Watchlist Match | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals
CUST_1294,ACC_5294,Michael Allen,Savings,Singapore,Bengaluru,2020-01-06,4452082.74,Incomplete,HIGH,8373039452,bowmanclarence@example.com,CUST_1294,Singapore,KYC_7294,Verified,Offshore Entity Link,Unknown,0.82,70.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,83.5,HIGH,75.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer",1,NORMAL,0.1051,75.0,75.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer"
CUST_1295,ACC_5295,Elizabeth Harmon MD,Salary,UAE,Kolkata,2022-05-21,3698172.02,Pending,MEDIUM,5798932989,briggsapril@example.org,CUST_1295,United Arab Emirates,KYC_7295,Under Review,Offshore Entity Link,Salary,0.63,55.75,1.0,52199.37,52199.37,0.0,0.0,0.0,1.0,1.0,60.75,MEDIUM,25.0,LOW,Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer,1,NORMAL,0.1378,25.0,25.0,LOW,Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer
CUST_1296,ACC_5296,Brandy White,Current,India,Delhi,03/08/2020,2157113.57,Expired,MEDIUM,+1-829-947-1666x827,dhale@example.org,CUST_1296,India,KYC_7296,Verified,High Cash Activity,Inheritance,0.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,MEDIUM,40.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Serious audit events found for this customer",1,NORMAL,0.0961,40.0,40.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Serious audit events found for this customer"
CUST_1297,ACC_5297,Dorothy Rodriguez,Corporate,India,Pune,12/11/2020,1633151.9,Expired,LOW,709.436.6213x975,hollandandrew@example.org,CUST_1297,India,KYC_7297,Expired,Unusual Beneficiary Pattern,Missing,0.85,96.25,3.0,372220.86,124073.62,1.0,0.0,0.0,2.0,1.0,100.0,HIGH,93.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Customer has transfers to high-risk countries | Serious audit events found for this customer",1,NORMAL,0.0418,93.0,93.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern | Customer source of funds is unclear or cash-heavy | Customer AML score is high | Customer has transfers to high-risk countries | Serious audit events found for this customer"
CUST_1298,ACC_5298,Brianna Anderson,Current,UAE,Pune,04-08-2024,2117932.06,Incomplete,LOW,+1-367-334-8634x5211,amanda32@example.net,CUST_1298,United Arab Emirates,KYC_7298,Under Review,Unusual Beneficiary Pattern,Business Income,0.66,56.5,1.0,245170.91,245170.91,0.0,0.0,0.0,1.0,0.0,56.5,MEDIUM,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern",1,NORMAL,0.1468,35.0,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern"
CUST_1299,ACC_5299,Miguel Serrano,Current,United Kingdom,Hyderabad,2020-10-21,2297165.56,Verified,MEDIUM,001-804-316-4573x315,robert59@example.com,CUST_1299,United Kingdom,KYC_7299,Missing,High Cash Activity,Inheritance,0.35,63.75,1.0,247049.78,247049.78,0.0,0.0,0.0,3.0,2.0,73.75,MEDIUM,45.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Serious audit events found for this customer,1,NORMAL,0.0848,45.0,45.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Serious audit events found for this customer
CUST_1300,ACC_5300,Maria Anderson,NRI,United Kingdom,Pune,17/02/2024,3187215.07,Expired,LOW,3997556068,smartin@example.com,CUST_1300,United Kingdom,KYC_7300,Verified,High Cash Activity,Unknown,0.74,68.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,81.5,HIGH,75.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer",1,NORMAL,0.1169,75.0,75.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer source of funds is unclear or cash-heavy | Customer AML score is high | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer"
CUST_1301,ACC_5301,Michael Clark,NRI,UAE,Pune,28/05/2022,1630880.57,Expired,LOW,(905)328-5888x3243,jason73@example.org,CUST_1301,United Arab Emirates,KYC_7301,Under Review,Incomplete KYC,Unknown,0.35,68.75,1.0,40745.29,40745.29,0.0,3.0,1.0,1.0,0.0,76.75,HIGH,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer source of funds is unclear or cash-heavy | CRM notes contain suspicious customer behavior signals",1,NORMAL,0.0444,55.0,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC | Customer source of funds is unclear or cash-heavy | CRM notes contain suspicious customer behavior signals"
CUST_1302,ACC_5302,Maureen Aguirre,NRI,United Kingdom,Pune,07-31-2023,1206648.35,Expired,MEDIUM,5882252407,christopherdodson@example.com,CUST_1302,United Kingdom,KYC_7302,Under Review,Politically Exposed Person,Business Income,0.85,61.25,2.0,861464.57,430732.285,1.0,1.0,1.0,1.0,1.0,84.25,HIGH,78.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0608,78.0,78.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure"
CUST_1303,ACC_5303,Dean Hale,Savings,India,Kolkata,02-25-2024,1875295.06,Incomplete,LOW,860-489-9792x5612,nathanielsampson@example.net,CUST_1303,India,KYC_7303,Under Review,Offshore Entity Link,Cash Deposits,0.67,76.75,2.0,235809.02,117904.51,0.0,0.0,0.0,0.0,0.0,76.75,HIGH,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy",1,NORMAL,0.133,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy"
CUST_1304,ACC_5304,Jamie Henderson,NRI,Germany,Pune,2020-02-22,3708704.14,Verified,HIGH,(691)441-4695,christopher27@example.org,CUST_1304,Germany,KYC_7304,Expired,High Cash Activity,Investment,0.88,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,HIGH,50.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high,1,NORMAL,0.1239,50.0,50.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high
CUST_1305,ACC_5305,Dillon Clark,NRI,U.S.A,Patna,2022-11-19,35104.95,Expired,LOW,4152016727,chelsea80@example.org,CUST_1305,United States,KYC_7305,Verified,Politically Exposed Person,Cash Deposits,0.38,59.5,1.0,292102.01,292102.01,1.0,0.0,0.0,1.0,0.0,69.5,MEDIUM,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries",1,NORMAL,0.1316,58.0,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries"
CUST_1306,ACC_5306,Luke Kim,Salary,Singapore,Kolkata,10-02-2025,2017063.6,Expired,MEDIUM,(462)462-3980x497,brittany20@example.net,CUST_1306,Singapore,KYC_7306,Verified,Incomplete KYC,Business Income,0.64,46.0,2.0,261335.54,130667.77,0.0,0.0,0.0,1.0,0.0,46.0,MEDIUM,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC",1,NORMAL,0.1376,35.0,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Incomplete KYC"
CUST_1307,ACC_5307,Mary Murray,Savings,United Kingdom,Bengaluru,12-16-2023,3587014.01,Incomplete,LOW,+1-594-602-2875x7322,greenashley@example.org,CUST_1307,United Kingdom,KYC_7307,Verified,Offshore Entity Link,Business Income,0.23,35.75,1.0,185312.05,185312.05,0.0,0.0,0.0,1.0,0.0,35.75,LOW,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link",1,NORMAL,0.1131,35.0,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link"
CUST_1308,ACC_5308,Julia Perry,NRI,United Kingdom,Pune,24/05/2025,2408823.16,Verified,LOW,001-325-595-5385x4055,tracy35@example.org,CUST_1308,United Kingdom,KYC_7308,Expired,High Cash Activity,Investment,0.67,71.75,1.0,485655.28,485655.28,1.0,0.0,0.0,3.0,0.0,81.75,HIGH,43.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer has transfers to high-risk countries,1,NORMAL,0.0686,43.0,43.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer has transfers to high-risk countries
CUST_1309,ACC_5309,Jessica Fuller,Corporate,United Kingdom,Chennai,2020-12-06,2982621.53,Incomplete,HIGH,(439)522-5724x281,angela52@example.com,CUST_1309,United Kingdom,KYC_7309,Under Review,High Cash Activity,Business Income,0.88,62.0,1.0,899293.52,899293.52,1.0,1.0,1.0,0.0,0.0,80.0,HIGH,73.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure",-1,ANOMALY,-0.0039,73.0,88.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Customer has high total SWIFT transfer exposure | ML anomaly model detected unusual customer behavior"
CUST_1310,ACC_5310,Ronald Mason,Current,India,Bengaluru,2022-06-16,297452.75,Verified,HIGH,+1-577-515-8763x48988,vsmith@example.net,CUST_1310,India,KYC_7310,Expired,Politically Exposed Person,Investment,0.45,66.25,1.0,161931.53,161931.53,0.0,0.0,0.0,2.0,1.0,71.25,MEDIUM,40.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Serious audit events found for this customer,1,NORMAL,0.1445,40.0,40.0,MEDIUM,Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Serious audit events found for this customer
CUST_1311,ACC_5311,Ryan Shepherd,NRI,Germany,Chennai,2023-08-22,3395559.68,Expired,HIGH,316-826-0864,rparker@example.net,CUST_1311,Germany,KYC_7311,Missing,Politically Exposed Person,Cash Deposits,0.52,88.0,1.0,818848.74,818848.74,1.0,0.0,0.0,1.0,0.0,98.0,HIGH,83.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0352,83.0,83.0,HIGH,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer source of funds is unclear or cash-heavy | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure"
CUST_1312,ACC_5312,Kelly Becker,Savings,UAE,Kolkata,21/02/2021,549464.09,Expired,MEDIUM,(532)623-5929x08751,akrueger@example.org,CUST_1312,United Arab Emirates,KYC_7312,Under Review,Unusual Beneficiary Pattern,Business Income,0.6,55.0,1.0,148108.0,148108.0,0.0,0.0,0.0,0.0,0.0,55.0,MEDIUM,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern",1,NORMAL,0.1519,35.0,35.0,LOW,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Unusual Beneficiary Pattern"
CUST_1313,ACC_5313,Michael Carter,Current,Germany,Chennai,03-10-2023,3869787.54,Expired,HIGH,(539)819-5948x678,zbrown@example.net,CUST_1313,Germany,KYC_7313,Under Review,Offshore Entity Link,Cash Deposits,0.51,72.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,MEDIUM,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy",1,NORMAL,0.1344,50.0,50.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer has AML/KYC risk flag: Offshore Entity Link | Customer source of funds is unclear or cash-heavy"
CUST_1314,ACC_5314,Duane Walters,Salary,Germany,Bengaluru,09-02-2020,4087243.64,Expired,LOW,001-522-958-3093x5878,nsullivan@example.com,CUST_1314,Germany,KYC_7314,Verified,No Risk Flag,Salary,0.84,21.0,2.0,555014.77,277507.385,1.0,1.0,1.0,2.0,1.0,44.0,MEDIUM,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0092,58.0,58.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer AML score is high | Customer has transfers to high-risk countries | CRM notes contain suspicious customer behavior signals | Serious audit events found for this customer | Customer has high total SWIFT transfer exposure"
CUST_1315,ACC_5315,Thomas Howard,Savings,Germany,Patna,09-03-2020,2340158.21,Missing,MEDIUM,704.511.9773x023,jamie51@example.net,CUST_1315,Germany,KYC_7315,Expired,Politically Exposed Person,Salary,0.07,56.75,1.0,798602.25,798602.25,1.0,1.0,0.0,1.0,0.0,66.75,MEDIUM,68.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure",1,NORMAL,0.0244,68.0,68.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Customer has transfers to high-risk countries | Customer has high total SWIFT transfer exposure"
CUST_1316,ACC_5316,Nancy Berry,NRI,UAE,Chennai,04-28-2023,3443535.7,Verified,HIGH,556-852-7946x302,melissamorris@example.com,CUST_1316,United Arab Emirates,KYC_7316,Verified,Offshore Entity Link,Investment,0.37,39.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,44.25,MEDIUM,25.0,LOW,Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer,1,NORMAL,0.1036,25.0,25.0,LOW,Customer has AML/KYC risk flag: Offshore Entity Link | Serious audit events found for this customer
CUST_1317,ACC_5317,Angela Mendoza,Current,United Kingdom,Bengaluru,19/07/2023,1033974.14,Expired,LOW,530-734-9483x88749,williamstracy@example.net,CUST_1317,United Kingdom,KYC_7317,Expired,Politically Exposed Person,Salary,0.55,68.75,2.0,357960.19,178980.095,0.0,1.0,0.0,1.0,1.0,73.75,MEDIUM,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Serious audit events found for this customer",1,NORMAL,0.1106,55.0,55.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: Politically Exposed Person | Serious audit events found for this customer"
CUST_1318,ACC_5318,Krystal Solomon,Salary,India,Hyderabad,08/06/2023,4258892.35,Expired,HIGH,478.978.9289,christina99@example.net,CUST_1318,India,KYC_7318,Missing,High Cash Activity,Investment,0.73,73.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81.25,HIGH,70.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | CRM notes contain suspicious customer behavior signals",1,NORMAL,0.1107,70.0,70.0,MEDIUM,"Customer KYC status is incomplete, missing, or expired | Customer compliance document is missing or expired | Customer has AML/KYC risk flag: High Cash Activity | Customer AML score is high | CRM notes contain suspicious customer behavior signals"
CUST_1319,ACC_5319,Jesus Pruitt,Corporate,United States,Pune,12/06/2021,1918479.58,Verified,LOW,001-560-582-1488,thomasmclaughlin@example.org,CUST_1319,United States,KYC_7319,Under Review,Unusual Beneficiary Pattern,Investment,0.64,56.0,1.0,162199.02,162199.02,0.0,0.0,0.0,1.0,0.0,56.0,MEDIUM,20.0,LOW,Customer has AML/KYC risk flag: Unusual Beneficiary Pattern,1,NORMAL,0.1543,20.0,20.0,LOW,Customer has AML/KYC risk flag: Unusual Beneficiary Pattern
